status,alias,product,component,version,hardware,importance,assignee
ASSIGNED,None,JDT,UI,3.1,PC Windows XP,P3 normal ,JDT-UI-Inbox
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 normal with 4 votes ,Steve Northover
NEW,None,JDT,Core,3.2,PC Windows XP,P5 normal ,JDT-Core-Inbox
NEW,None,BIRT,Report,2.1.0,PC Linux,P3 enhancement ,Ivy Li
NEW,None,Platform,UI,3.2,PC Linux,P3 normal with 2 votes ,Platform UI Triaged
ASSIGNED,None,JDT,Core,3.2,All All,P3 normal ,Tomasz Zarna
NEW,None,Platform,UI,3.2,PC Windows XP,P5 enhancement with 1 vote ,Platform UI Triaged
NEW,None,Equinox,p2,3.2,PC Linux,P3 enhancement ,P2 Inbox
NEW,None,PDE,UI,3.2,PC Windows XP,P3 normal ,PDE-UI-Inbox
NEW,None,Mylyn,UI,unspecified,PC All,P5 enhancement ,Project Inbox
NEW,None,Mylyn Tasks,Bugzilla,unspecified,All All,P4 enhancement with 3 votes ,Project Inbox
ASSIGNED,None,Platform,Team,3.2,PC Windows XP,P3 normal ,Platform Team Inbox
ASSIGNED,None,Platform,CVS,3.2,PC Windows XP,P5 enhancement ,platform-cvs-inbox
NEW,None,Platform,SWT,3.2,PC Mac OS X - Carbon (unsup.),P3 normal ,Silenio Quarti
NEW,None,Platform,UI,3.1.2,PC Windows XP,P5 enhancement with 1 vote ,Platform UI Triaged
NEW,None,Equinox,Server-Side,3.3,PC Windows XP,P3 enhancement ,equinox.compendium-inbox
NEW,None,JDT,UI,3.2,PC Windows XP,P3 normal ,JDT-UI-Inbox
NEW,None,Platform,UI,3.2,PC Windows XP,P3 minor ,Platform UI Triaged
NEW,None,Platform,User,3.2,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,platform-ua-inbox
NEW,None,Platform,Ant,3.2,PC Windows XP,P3 major ,Platform-Ant-Inbox
NEW,None,WTP Source Editing,wst.xsd,1.5,PC Windows 2000,P3 normal ,wst.xsd-triaged
NEW,None,Platform,IDE,3.2,PC Windows XP,P5 enhancement ,Platform UI Triaged
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal with 1 vote ,Platform UI Triaged
NEW,None,WTP Source Editing,jst.jsp,1.5,PC Windows XP,P3 normal ,Salvador Zalapa
NEW,None,CDT,cdt-debug,3.1.1,PC Windows XP,P3 normal with 1 vote ,cdt-debug-inbox@eclipse.org
NEW,None,CDT,cdt-debug,3.1.1,PC Windows XP,P3 normal ,cdt-debug-inbox@eclipse.org
ASSIGNED,None,AspectJ,Compiler,unspecified,Macintosh Mac OS X - Carbon (unsup.),P3 enhancement ,aspectj inbox
ASSIGNED,None,JDT,UI,3.2,All All,P3 enhancement ,JDT-UI-Inbox
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal with 2 votes ,Platform UI Triaged
NEW,None,JDT,Core,3.2,PC Windows XP,P3 major ,David Audel
NEW,None,WTP Webservices,wst.wsdl,1.5,PC Linux,P3 enhancement ,Project Inbox
NEW,None,Java Server Faces,JSF,unspecified,PC Windows XP,P3 enhancement ,Cameron Bateman
ASSIGNED,None,Platform,UI,3.2,PC Windows XP,P5 enhancement with 11 votes ,Platform UI Triaged
NEW,None,Platform,Ant,3.2,PC Windows XP,P3 normal ,Platform-Ant-Inbox
NEW,None,Platform,User,3.2,PC All,P3 enhancement ,platform-ua-inbox
NEW,None,PDE,UI,3.2,PC Windows XP,P3 enhancement ,PDE-UI-Inbox
NEW,None,Platform,Runtime,3.2,All All,P3 normal ,platform-runtime-inbox
ASSIGNED,None,JDT,Debug,3.2,PC Windows XP,P3 normal ,JDT-Debug-Inbox
NEW,None,Platform,Ant,3.1.2,PC Windows XP,P3 normal ,Platform-Ant-Inbox
ASSIGNED,None,Platform,UI,3.2,PC Windows XP,P3 enhancement with 1 vote ,Platform UI Triaged
NEW,None,GMF-Runtime,General,unspecified,PC Windows XP,P3 normal,Anthony Hunter
NEW,None,Platform,UI,3.1,PC Linux,P3 normal ,Platform UI Triaged
NEW,None,M2T,Jet,unspecified,PC Windows XP,P3 enhancement ,Paul Elder
ASSIGNED,None,Platform,Text,3.2,PC All,P3 normal ,Platform-Text-Inbox
NEW,None,Platform,Resources,3.2,PC Windows XP,P3 normal ,Platform-Resources-Inbox
NEW,None,GMF-Runtime,General,1.0,PC Windows XP,P3 normal,Anthony Hunter
NEW,None,Mylyn,Tasks,unspecified,PC All,P4 enhancement with 1 vote ,Project Inbox
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 normal ,Platform-SWT-Inbox
ASSIGNED,None,Platform,UI,3.1.2,PC Windows XP,P5 enhancement ,Platform UI Triaged
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 normal ,Steve Northover
NEW,None,WTP Webservices,jst.ws,1.5,PC Windows XP,P3 minor ,Eric Peters
NEW,None,WTP ServerTools,wst.server,0.7,PC Windows XP,P3 normal ,Angel Vera
ASSIGNED,None,Platform,Text,3.2,All All,P5 enhancement ,Platform-Text-Inbox
NEW,None,Platform,User,3.2,PC Windows XP,P3 minor ,platform-ua-inbox
ASSIGNED,None,PDE,UI,3.2,All All,P3 enhancement ,PDE-UI-Inbox
NEW,None,JDT,Core,3.2,PC Windows XP,P5 normal with 2 votes ,JDT-Core-Inbox
ASSIGNED,None,Platform,CVS,3.2,PC Windows XP,P5 enhancement ,platform-cvs-inbox
ASSIGNED,None,Platform,UI,3.2,Macintosh Mac OS X - Carbon (unsup.),P5 enhancement ,Platform UI Triaged
NEW,None,Mylyn,Tasks,unspecified,PC All,P4 enhancement with 1 vote ,Project Inbox
NEW,None,Mylyn,Tasks,unspecified,PC Windows XP,P3 enhancement ,Project Inbox
NEW,None,PDE,UI,3.2,PC Windows XP,P3 normal ,PDE-UI-Inbox
ASSIGNED,None,JDT,UI,3.2,All All,P3 enhancement with 1 vote ,JDT-UI-Inbox
NEW,None,Mylyn,Core,unspecified,PC All,P5 enhancement ,Project Inbox
NEW,None,GMF-Runtime,General,1.0,PC Linux-GTK,P3 normal,Anthony Hunter
NEW,None,Mylyn,Tasks,unspecified,PC All,P4 enhancement with 7 votes ,Project Inbox
NEW,None,GMF-Tooling,Core,2.0,PC Windows XP,P3 enhancement ,Project Inbox
NEW,None,GMF-Runtime,General,unspecified,All All,P3 normal,Anthony Hunter
NEW,None,Platform,SWT,3.2,All All,P3 enhancement with 1 vote ,Steve Northover
NEW,None,Platform,Text,3.2,PC Windows XP,P3 enhancement ,Platform-Text-Inbox
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,BIRT,Data,2.1.0,All All,P3 enhancement ,xiaofeng zhang
NEW,None,Mylyn,Tasks,dev,PC All,P3 enhancement with 4 votes ,Project Inbox
NEW,None,Platform,User,3.2,PC Windows XP,P3 minor ,platform-ua-inbox
ASSIGNED,None,Platform,CVS,3.2,PC Windows XP,P3 major ,platform-cvs-inbox
NEW,None,Platform,Resources,3.2,PC Linux-GTK,P3 normal ,Platform-Resources-Inbox
NEW,None,WTP Source Editing,jst.jsp,1.5,PC Windows 2000,P2 normal with 3 votes ,jst.jsp
NEW,None,z_Archived,DD,unspecified,All All,P3 enhancement ,Doug Gaff
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 normal with 1 vote ,Silenio Quarti
NEW,None,Platform,Resources,3.2,PC Windows XP,P3 trivial ,Platform-Resources-Inbox
ASSIGNED,None,CDT,cdt-build-managed,3.1,Power PC Linux-GTK,P3 normal ,Project Inbox
ASSIGNED,None,Platform,UI,3.2,PC All,P5 normal ,Platform UI Triaged
NEW,None,GMF-Runtime,General,1.0,PC Windows XP,P3 normal,Anthony Hunter
ASSIGNED,None,Platform,Compare,3.2,PC Windows XP,P3 enhancement with 3 votes ,Platform-Compare-Inbox
NEW,None,JDT,Core,3.2,PC Windows XP,P3 enhancement ,JDT-Core-Inbox
NEW,None,Platform,SWT,3.1.1,PC Windows XP,P3 normal ,Veronika Irvine
NEW,None,WTP Webservices,wst.wsi,1.5,PC Windows XP,P2 normal ,Project Inbox
NEW,None,Platform,Doc,3.2,PC Windows XP,P3 enhancement ,Platform-Doc-Inbox
NEW,None,Java Server Faces,Core,2.0,PC Windows XP,P3 normal ,Cameron Bateman
NEW,None,GMF-Runtime,General,1.0,PC Windows XP,P3 normal,Anthony Hunter
NEW,None,Platform,Search,3.2,PC Windows XP,P3 normal ,Platform-Search-Inbox
ASSIGNED,None,Platform,CVS,3.1,PC Windows XP,P5 normal ,platform-cvs-inbox
ASSIGNED,None,Platform,Text,3.2,PC All,P3 normal ,Platform-Text-Inbox
ASSIGNED,None,Platform,Ant,3.2,PC Windows XP,P3 normal with 6 votes ,Platform-Ant-Inbox
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Mylyn,Tasks,unspecified,PC Windows XP,P4 enhancement with 8 votes ,Project Inbox
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,3.2,PC Windows XP,P3 enhancement ,Platform UI Triaged
ASSIGNED,None,Platform,CVS,3.2,PC Windows XP,P5 normal ,platform-cvs-inbox
NEW,None,JDT,Core,3.2,PC Windows XP,P3 normal with 6 votes ,JDT-Core-Inbox
NEW,None,Platform,Ant,3.2.1,PC Windows XP,P3 normal ,Platform-Ant-Inbox
NEW,None,Platform,SWT,3.2,All All,P3 enhancement with 1 vote ,Steve Northover
NEW,None,CDT,cdt-build,3.1,PC Linux-GTK,P3 normal ,cdt-build-inbox@eclipse.org
NEW,None,Platform,UI,3.2,PC Windows XP,P5 normal ,Platform UI Triaged
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 normal ,Grant Gayed
NEW,None,Platform,SWT,3.2,PC Linux,P3 enhancement with 4 votes ,Arun Thondapu
NEW,None,BIRT,Report,unspecified,PC Windows XP,P3 normal ,Yuejie Chen
ASSIGNED,None,Platform,SWT,3.2,PC Mac OS X,P3 enhancement ,Platform-SWT-Inbox
ASSIGNED,None,Platform,Text,3.2,PC Windows XP,P3 enhancement ,Platform-Text-Inbox
ASSIGNED,None,JDT,UI,3.2,PC All,P3 normal ,JDT-UI-Inbox
NEW,None,Platform,Resources,3.2,PC Windows XP,P3 enhancement ,Platform-Resources-Inbox
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 major ,Steve Northover
ASSIGNED,None,JDT,UI,3.2,All All,P3 normal with 1 vote ,JDT-UI-Inbox
ASSIGNED,None,Platform,Text,3.2,PC Windows XP,P3 enhancement ,Platform-Text-Inbox
ASSIGNED,None,Platform,Text,3.2,PC Windows XP,P3 enhancement ,Platform-Text-Inbox
ASSIGNED,None,Platform,CVS,3.2,PC Windows XP,P5 normal ,platform-cvs-inbox
ASSIGNED,None,Platform,Debug,3.2,PC Windows 2000,P3 normal ,Platform-Debug-Inbox
NEW,None,CDT,cdt-other,4.0,All All,P3 enhancement with 2 votes ,cdt-cppunit-inbox@eclipse.org
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Boris Bokowski
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Boris Bokowski
ASSIGNED,None,JDT,UI,3.2,All All,P3 enhancement with 6 votes ,JDT-UI-Inbox
NEW,None,PDE,UI,3.3,All All,P3 enhancement with 60 votes ,PDE-UI-Inbox
ASSIGNED,None,Platform,CVS,3.2,PC Windows XP,P5 minor ,platform-cvs-inbox
ASSIGNED,None,Platform,Compare,3.2,All All,P3 enhancement ,Platform-Compare-Inbox
NEW,None,Platform,User,3.2,PC Windows XP,P3 normal ,platform-ua-inbox
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 normal with 6 votes ,Billy Biggs
ASSIGNED,None,JDT,UI,3.2,PC Windows XP,P5 normal ,JDT-UI-Inbox
ASSIGNED,None,Platform,CVS,3.2,PC Linux,P5 major with 4 votes ,platform-cvs-inbox
NEW,None,AspectJ,Build,DEVELOPMENT,PC Windows XP,P3 enhancement ,aspectj inbox
NEW,None,WTP Source Editing,wst.xml,1.5,PC Windows XP,P3 enhancement with 2 votes ,wst.xml-triaged
NEW,None,JDT,UI,3.2,PC Windows XP,P3 normal ,JDT-UI-Inbox
ASSIGNED,None,JDT,Text,3.2,PC Windows XP,P5 enhancement ,JDT-Text-Inbox
ASSIGNED,None,Platform,UI,3.2,PC Windows XP,P5 enhancement ,Platform UI Triaged
NEW,None,WTP ServerTools,jst.server,1.5,PC All,P3 normal ,Larry Isaacs
ASSIGNED,None,Platform,CVS,3.2,All All,P5 normal ,platform-cvs-inbox
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 normal ,Masha (Maria) Krol
ASSIGNED,None,Platform,Text,3.2,PC All,P3 normal ,Platform-Text-Inbox
ASSIGNED,None,JDT,UI,3.2,All All,P3 normal with 4 votes ,JDT-UI-Inbox
NEW,None,Platform,User,3.2,PC Windows XP,P3 enhancement ,platform-ua-inbox
NEW,None,Platform,UI,3.2,PC Windows XP,P5 enhancement ,Platform UI Triaged
NEW,None,Platform,UI,3.2,PC Windows XP,P3 enhancement ,Platform UI Triaged
NEW,None,GMF-Runtime,General,unspecified,PC Windows XP,P3 trivial,Anthony Hunter
NEW,None,Platform,UI,3.2,PC Windows XP,P5 minor ,Platform UI Triaged
NEW,None,Equinox,Incubator,3.4,All All,P3 enhancement ,equinox.incubator-inbox
NEW,None,GMF-Runtime,General,1.0,PC Windows XP,P3 enhancement,Anthony Hunter
ASSIGNED,None,JDT,Debug,3.2,PC Windows XP,P3 normal ,JDT-Debug-Inbox
NEW,None,Equinox,Security,unspecified,All All,P3 enhancement ,Security Inbox
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Platform,IDE,3.2,PC Windows XP,P5 normal ,Platform UI Triaged
ASSIGNED,None,JDT,Text,3.2,PC Windows XP,P5 enhancement ,JDT-Text-Inbox
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 normal ,Steve Northover
NEW,None,Platform,Runtime,3.3,Macintosh Mac OS X - Carbon (unsup.),P3 major with 2 votes ,platform-runtime-inbox
NEW,None,Platform,Resources,3.2,PC Windows XP,P3 enhancement with 9 votes ,Platform-Resources-Inbox
NEW,None,Mylyn Tasks,Trac,3.6,PC Windows XP,P4 enhancement with 3 votes ,Project Inbox
NEW,None,Platform,UI,3.3,All All,P4 enhancement with 1 vote ,Platform UI Triaged
ASSIGNED,None,Platform,UI,3.3,All All,P3 enhancement with 1 vote ,Platform UI Triaged
ASSIGNED,None,Platform,CVS,3.2,Macintosh Mac OS X - Carbon (unsup.),P5 minor ,platform-cvs-inbox
NEW,None,Platform,UI,3.3,All All,P4 enhancement with 3 votes ,Platform UI Triaged
NEW,None,GEF,GEF-Legacy,3.1,PC Windows XP,P3 normal ,gef-inbox
NEW,None,GMF-Runtime,General,1.0.1,PC Windows XP,P3 minor,Anthony Hunter
NEW,None,Platform,IDE,3.2,All All,P3 normal ,Platform UI Triaged
NEW,None,Platform,SWT,3.3,PC Windows XP,P3 minor ,Steve Northover
NEW,None,GMF-Tooling,Core,1.0,All All,P4 enhancement with 4 votes ,Artem Tikhomirov
NEW,None,PDE,UI,3.2,All All,P3 normal with 2 votes ,PDE-UI-Inbox
NEW,None,Platform,UI,3.3,PC Windows XP,P3 normal with 1 vote ,Boris Bokowski
NEW,None,WTP Java EE Tools,jst.j2ee,1.5,PC Windows XP,P3 enhancement with 13 votes ,Kaloyan Raev
NEW,None,GMF-Runtime,General,unspecified,PC Windows XP,P3 normal,Anthony Hunter
NEW,None,GMF-Runtime,General,unspecified,PC Windows XP,P3 normal,Anthony Hunter
NEW,None,Mylyn,Tasks,unspecified,PC All,P4 enhancement with 11 votes ,Project Inbox
NEW,None,Platform,UI,3.3,PC All,P3 normal ,Platform UI Triaged
NEW,None,Mylyn,UI,unspecified,PC All,P3 enhancement with 1 vote ,Project Inbox
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 enhancement with 9 votes ,Steve Northover
NEW,None,Mylyn,Tasks,dev,PC Windows XP,P3 enhancement with 1 vote ,Project Inbox
NEW,None,Mylyn,Tasks,unspecified,PC All,P3 enhancement ,Project Inbox
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Platform,IDE,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Mylyn,Java,unspecified,PC All,P4 enhancement ,Project Inbox
NEW,None,GMF-Runtime,General,unspecified,PC Windows XP,P3 minor,Anthony Hunter
NEW,None,GMF-Runtime,General,1.0,PC Windows XP,P3 enhancement,Anthony Hunter
NEW,None,Platform,User,3.2,PC Windows XP,P3 normal with 1 vote ,platform-ua-inbox
NEW,None,Platform,UI,3.2,PC Windows 2000,P3 enhancement ,Francis Upton IV
ASSIGNED,None,JDT,UI,3.2,PC Windows XP,P3 normal with 1 vote ,JDT-UI-Inbox
NEW,None,GMF-Runtime,General,1.0,PC Windows XP,P3 enhancement,Anthony Hunter
NEW,None,GEF,GEF-Legacy,unspecified,PC Windows XP,P3 enhancement with 1 vote ,gef-inbox
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 minor ,Carolyn MacLeod
NEW,None,WTP Webservices,wst.wsdl,1.5,All All,P3 normal ,Project Inbox
NEW,None,Platform,UI,3.2,All All,P3 enhancement ,Platform UI Triaged
NEW,None,CDT,cdt-core,3.1,PC Windows 2000,P3 normal with 1 vote ,Project Inbox
NEW,None,Platform,SWT,3.3,PC Windows XP,P3 major ,Steve Northover
NEW,None,Platform,IDE,3.2,PC Windows XP,P5 normal ,Platform UI Triaged
NEW,None,GEF,GEF-Legacy,unspecified,PC Windows XP,P4 normal ,gef-inbox
NEW,None,Platform,UI,3.2,All All,P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,3.1.1,PC Windows XP,P5 normal ,Platform UI Triaged
ASSIGNED,None,Platform,UI,3.2,All All,P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,3.3,PC Windows 2000,P3 minor ,Platform UI Triaged
ASSIGNED,None,JDT,UI,3.2,PC Windows XP,P3 enhancement with 2 votes ,JDT-UI-Inbox
NEW,None,Platform,User,3.1,PC Windows XP,P3 normal ,platform-ua-inbox
NEW,None,WTP ServerTools,wst.server,1.5,PC All,P3 normal ,Larry Isaacs
ASSIGNED,None,JDT,UI,3.1.2,PC Linux,P3 normal ,JDT-UI-Inbox
NEW,None,WTP Source Editing,wst.xsd,1.5,PC Windows XP,P3 normal ,wst.xsd-triaged
NEW,None,Platform,UI,3.2,PC Windows 2000,P3 normal ,Platform UI Triaged
NEW,None,Platform,Releng,3.2,PC Windows XP,P3 major ,Kit Lo
NEW,None,GMF-Runtime,General,1.0,PC Linux,P3 normal,Anthony Hunter
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Mylyn,XML,unspecified,PC All,P4 enhancement ,Project Inbox
NEW,None,Platform,UI,3.3,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,3.2,All All,P3 enhancement ,Platform UI Triaged
NEW,None,Platform,UI,3.3,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,GMF-Runtime,General,1.0,PC Windows XP,P3 normal,Anthony Hunter
NEW,None,Target Management,RSE,unspecified,All All,P4 minor ,dsdp.tm.rse-inbox
NEW,None,WTP Source Editing,wst.xsd,1.5,PC Windows XP,P3 normal ,wst.xsd
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 normal ,Steve Northover
NEW,None,Mylyn,Core,dev,PC Linux,P4 enhancement ,Project Inbox
NEW,None,Platform,SWT,3.3,PC Windows XP,P3 normal with 8 votes ,Steve Northover
NEW,None,Platform,Releng,3.3,All All,P3 enhancement ,Platform-Releng-Inbox
NEW,None,GMF-Tooling,Core,1.0,PC Windows XP,P3 normal ,Artem Tikhomirov
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Francis Upton IV
NEW,None,Platform,UI,3.2,Other Linux,P5 enhancement ,Platform UI Triaged
ASSIGNED,None,Platform,Team,3.2,PC Windows XP,P5 enhancement ,Platform Team Inbox
ASSIGNED,None,Platform,Team,3.2,PC Windows XP,P5 enhancement ,Platform Team Inbox
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 normal ,Steve Northover
ASSIGNED,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
ASSIGNED,None,Platform,Runtime,3.1,PC Windows XP,P5 enhancement with 30 votes ,platform-runtime-inbox
NEW,None,Mylyn,Tasks,unspecified,PC All,P3 minor ,Project Inbox
NEW,None,WTP Source Editing,wst.xml,1.5,PC Windows XP,P3 major with 1 vote ,wst.xml
NEW,None,WTP Source Editing,jst.jsp,1.5,All All,P2 enhancement with 14 votes ,Nick Sandonato
NEW,None,Platform,SWT,3.3,PC Windows XP,P3 enhancement ,Steve Northover
NEW,None,WTP Webservices,jst.ws,1.5,PC Windows XP,P3 normal ,Eric Peters
NEW,None,CDT,cdt-core,4.0,PC Windows XP,P3 normal ,Project Inbox
NEW,None,Platform,SWT,3.3,PC Windows XP,P3 normal ,Carolyn MacLeod
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 normal ,Silenio Quarti
NEW,None,GMF-Tooling,Core,1.0,PC Windows XP,P3 normal ,Michael Golubev
NEW,None,z_Archived,gmt,unspecified,PC Windows XP,P3 normal ,gmt-atl-inbox
NEW,None,Platform,User,3.2,All All,P4 normal ,platform-ua-inbox
NEW,None,Platform,Resources,3.2,All All,P3 enhancement ,Platform-Resources-Inbox
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,CDT,cdt-build,3.1.1,PC Windows XP,P3 critical ,cdt-build-inbox@eclipse.org
ASSIGNED,None,Platform,Debug,3.2,PC Windows XP,P3 normal ,Platform-Debug-Inbox
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal with 2 votes ,Platform UI Triaged
NEW,None,GMF-Runtime,General,1.0.1,PC Windows XP,P3 enhancement,Inbox
ASSIGNED,None,Platform,Resources,3.2,PC Linux,P3 enhancement ,Platform-Resources-Inbox
NEW,None,GMF-Runtime,General,unspecified,PC Windows XP,P3 normal,Anthony Hunter
NEW,None,GMF-Runtime,General,unspecified,PC Windows XP,P3 normal,Anthony Hunter
NEW,None,Platform,User,3.2,Macintosh Mac OS X - Carbon (unsup.),P3 enhancement ,platform-ua-inbox
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Platform,Resources,3.2,PC Windows All,P3 normal with 1 vote ,Platform-Resources-Inbox
NEW,None,Platform,SWT,3.3,PC Windows XP,P3 normal ,Steve Northover
ASSIGNED,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,GMF-Tooling,Core,1.0,All All,P3 enhancement ,Artem Tikhomirov
NEW,None,Mylyn Tasks,Bugzilla,unspecified,PC All,P4 enhancement ,Project Inbox
NEW,None,z_Archived,VE,unspecified,PC Windows XP,P3 normal ,VE Bugzilla inbox
NEW,None,GMF-Runtime,General,1.0,PC Windows XP,P3 minor,Anthony Hunter
NEW,None,Platform,UI,3.2,PC Linux-GTK,P3 normal ,Francis Upton IV
NEW,None,AspectJ,Compiler,DEVELOPMENT,PC Windows XP,P3 normal ,aspectj inbox
ASSIGNED,None,Platform,CVS,3.2,All All,P5 normal ,platform-cvs-inbox
NEW,None,WTP EJB Tools,jst.ejb,1.5,PC Windows XP,P3 normal ,jst.ejb
ASSIGNED,None,JDT,UI,3.2,PC Windows XP,P3 enhancement ,JDT-UI-Inbox
NEW,None,Platform,UI,3.3,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,Boris Bokowski
NEW,None,Platform,IDE,3.2,PC All,P5 enhancement ,Platform UI Triaged
NEW,None,GMF-Runtime,General,1.0.1,PC Windows XP,P3 enhancement,Inbox
NEW,None,GMF-Runtime,General,1.0.1,PC Windows 2000,P3 normal,Anthony Hunter
NEW,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,GMF-Tooling,Core,1.0,PC Windows XP,P3 normal ,Project Inbox
NEW,None,CDT,cdt-debug,3.1.1,PC Linux-GTK,P3 normal ,Nobody - feel free to take it
ASSIGNED,None,Platform,Team,3.2,PC Windows XP,P3 normal ,Platform Team Inbox
NEW,None,WTP Java EE Tools,jst.j2ee,1.5,PC Windows XP,P3 normal with 5 votes ,Naci Dai
ASSIGNED,None,JDT,Debug,3.2,PC Windows XP,P3 normal ,JDT-Debug-Inbox
NEW,None,ATF,Mozilla,unspecified,PC Windows XP,P3 minor ,Inbox
NEW,None,GMF-Runtime,General,1.0,All All,P3 minor,Anthony Hunter
NEW,None,GMF-Runtime,General,1.0,PC Windows XP,P3 normal,Anthony Hunter
NEW,None,Platform,SWT,3.3,PC Windows XP,P3 enhancement ,Steve Northover
NEW,None,Platform,User,3.2,PC Windows XP,P3 normal ,platform-ua-inbox
NEW,None,CDT,cdt-parser,4.0,PC Windows XP,P3 normal ,Project Inbox
NEW,None,JDT,Core,3.3,PC Windows XP,P3 enhancement with 2 votes ,JDT-Core-Inbox
NEW,None,JDT,Core,3.3,PC Windows XP,P3 enhancement with 1 vote ,JDT-Core-Inbox
NEW,None,Mylyn Tasks,Bugzilla,unspecified,All All,P4 enhancement with 1 vote ,Project Inbox
NEW,None,Platform,UI,3.2,PC Windows XP,P3 major ,Platform UI Triaged
NEW,None,GMF-Runtime,General,2.0,PC Windows XP,P3 normal,Cherie Revells
ASSIGNED,None,Platform,Team,3.2,PC Linux,P3 normal ,Platform Team Inbox
NEW,None,Platform,UI,3.2,All All,P3 normal ,Boris Bokowski
ASSIGNED,None,Platform,CVS,3.2,PC Windows 2000,P3 normal with 1 vote ,platform-cvs-inbox
NEW,None,PDE,UI,3.3,PC Windows XP,P3 normal ,PDE-UI-Inbox
NEW,None,Platform,UI,3.3,PC Linux,P3 normal ,Boris Bokowski
ASSIGNED,None,Platform,Team,3.2,PC Windows XP,P3 minor ,Platform Team Inbox
NEW,None,Platform,SWT,3.3,PC Windows XP,P3 normal ,Steve Northover
NEW,None,CDT,cdt-build,3.1,PC Windows XP,P3 normal ,cdt-build-inbox@eclipse.org
ASSIGNED,None,Platform,UI,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,JDT,Core,3.3,PC Windows XP,P3 enhancement ,JDT-Core-Inbox
NEW,None,GMF-Runtime,General,unspecified,PC Windows XP,P3 normal,Anthony Hunter
NEW,None,EPF,Tool,10.0,PC Windows XP,P2 major ,jxi
NEW,None,Platform,User,3.2,All All,P3 normal ,platform-ua-inbox
NEW,None,Platform,IDE,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 normal ,Steve Northover
ASSIGNED,None,Platform,CVS,3.2,PC Windows XP,P5 normal ,platform-cvs-inbox
NEW,None,AspectJ,Compiler,unspecified,All All,P3 enhancement with 3 votes ,aspectj inbox
NEW,None,WTP Common Tools,wst.common,1.5,PC Windows XP,P3 enhancement ,wst.common
ASSIGNED,None,Platform,Team,3.2,PC Windows XP,P3 normal ,Platform Team Inbox
NEW,None,Platform,IDE,3.2,PC Windows XP,P3 normal ,Platform UI Triaged
ASSIGNED,None,Platform,Text,3.3,PC All,P4 enhancement ,Platform-Text-Inbox
ASSIGNED,None,Platform,Team,3.2,PC Windows XP,P5 enhancement ,Platform Team Inbox
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 normal ,Duong Nguyen
